O15116	Q9CQ74	P68255	Q2HJ64	J9P1X6
Q8N5N7	Q8C878	G3V6N2	E1BIU4	E2RBK3
P49755	Q9CPW7	F1MAF1	-	-
P49768	Q69ZQ1	M0R4G0	Q24JZ7	E2RP14
O14576	Q8CA95	-	-	-
Q96NL0	Q9CR68	D3ZMB0	Q59A28	F6XJG2
Q13268	Q9DA73	Q76LI5	F1N2G9	-
O75436	Q3TY60	D3ZM91	G3MY69	E2QW26
P46379	A0A1B0GS62	D3ZTX4	E1BH82	E2RKT9
Q02878	Q8CGY6	Q08877	F1MNZ6	J9NYY2
P10827	Q99KR7	P68182	G5E5V0	E2R9T5
P61201	Q3LRV9	F1M7B5	F1MUQ3	E2RF38
Q01826	Q5XPI3	D3ZUX2	-	-
Q9C009	Q91YN9	G3V8Q8	F1MXV4	J9NUC4
Q5I6Y5	Q4V9Z5	-	-	-
P49585	Q8BUL6	F1LNK6	E1BD53	F1PMQ1
Q15084	Q07174	D3ZF70	E1BNS6	F1PHD2
O95817	Q5DU00	A0A0G2JTI8	F1N5X5	F1PEA3
P23258	O54916	D4A234	E1BMV6	E2RBF2
Q6P5Z2	Q8BVM4	A0A0G2K3C3	-	-
P05423	Q80ZQ3	Q9JII9	E1B8D7	J9P3D1
P19388	A0A087WQE8	D4AAX4	F1MIW3	E2R304
Q15691	Q3UMF9	Q9WU74	F1MB01	F1Q0B0
Q9NP97	B2RY58	F1LQT3	E1B8G3	E2REP8
P60411	A0A1D5RLR8	A0A0G2JZK8	F1MPS1	-
Q8WWY3	Q8CI12	D4A2H4	F1MTE6	E2RN55
Q9NX46	P54099	Q6AY14	F1MS05	E2RH48
Q3MIS6	Q7TSH3	P63259	Q1RMR5	E2QYU8
Q92956	Q8BUM9	Q5RJR8	F1MYQ8	E2RN35
Q9Y3U8	Q6VNS1	Q4V8P9	E1BPP7	E2QZT4
Q15041	G3UX29	Q8R491	F1MPM0	F1P9L3
Q9BQ24	Q3UYK3	F7F1Y3	F1MLS8	F1P6V3
Q0D2H9	Q642K5	A0A0H2UHZ4	Q95121	F6X8E7
Q6UY14	B5B2N2	F1MA87	P19858	E2RL77
Q9P2P5	B1AR17	Q9WVT0	Q3T0I4	Q29471
Q96Q45	Q570Y9	O70436	A0A140T864	F1PVP9
P49790	Q8VBV3	Q6P725	F1MIH7	E2RIV3
P60033	P06798	-	-	-
Q9NY65	P70402	-	-	-
O60573	P50285	-	-	-
P26639	Q62167	P12346	E1BDB8	F1PPM9
P10074	P97469	D3Z8P8	P22292	E2QWP7
Q92613	F8VQ45	M0R8K9	A0JN56	J9P0K5
P49815	Q80XP8	F1LUB0	Q5E9S2	J9P7C8
P67775	P56280	F1MAQ7	F1MST1	E2RTC8
P34932	A0A0R4J098	P19493	Q0VC44	E2RKT3
Q9Y5A7	A0A1Y7VJ01	D3ZI38	Q3MHX9	F1P6W4
O00750	Q8R1S9	P54282	F1N6J8	E2RQ06
Q9NVH2	Q3UB74	O35077	Q3SX21	E2RCL4
Q5T481	Q9D0N8	D4A6W4	A4IFK9	F1PSE8
Q9BPU9	D6RGN1	-	-	-
P06576	Q9JHI5	D4A3P1	F1MJK3	J9P0D0
Q9H0W5	Q9QUM0	D3ZKI3	E1BN52	E2R911
Q15428	P62984	Q9JIL8	P49004	E2QWL0
P35408	P14824	D3ZHA0	-	-
Q5VTB9	Q9DAY1	P84060	-	-
P24941	Q6NS45	A0A0G2K8N6	Q9TTS6	F1P808
Q9GZV4	G3X952	Q5PQP4	E1BJD2	-
P0DP25	E9Q411	Q8CFN2	E1BMN1	E2R3Z5
Q9BYC9	Q80UE6	O70454	-	-
Q96CB8	Q9QY73	P81155	A8E4Q8	E2R3L4
O43318	Q60770	P48303	Q0P5D1	E2R0H8
P58753	P51658	A0A0G2JTM1	P49951	E2QYR1
Q07020	P59729	A0A0G2K1R0	G3X7L0	J9NTA2
Q9H0B6	Q562G0	Q6PSM0	Q1LZC5	F1P631
Q9UGM1	A2AJX0	-	-	-
O14980	Q3TFI6	F7EL93	G3X7G3	F1P897
Q9NVH1	Q8CHU3	D4A204	E1B7V1	E2RTJ4
Q04917	D3YZV8	A0A0G2K1S6	-	-
Q86VQ0	Q9ESL4	D4ABA6	E1BME7	E2R1K6
P35520	Q8BPU7	F1LW29	Q1RMR2	F1PWY8
Q9Y496	F6TY75	D4A5Q1	-	-
Q9NVR5	E9Q3H4	A0A0G2JXT9	A0JNN2	E2RMC6
Q9Y5F2	Q562E2	-	-	-
P11586	Q99KG5	D3ZAE6	F1MMK1	J9NVQ7
P27694	F8WJD6	Q5PQL4	Q17QJ5	F1Q2J7
P30291	Q9DC40	Q63610	F1N5T0	F1PM93
Q13526	Q9QY84	Q9QYV0	F6RJL7	E2RAH4
Q9UIS9	A6H663	Q6AXU6	A6H7B8	J9NS92
O95782	Q8BZT7	O70441	Q08E11	F1PHF6
P62995	P51863	F1M541	A6BMK7	E2RMA6
Q13242	Q9CQB4	G3V846	F1ML89	E2R8B9
O43255	Q80YQ8	D3ZZZ9	F1MTK0	-
O76083	Q8VHS6	Q6AYI5	Q3ZBV2	J9P726
Q96GM5	Q3TV70	Q5M9G8	-	-
P60468	G5E8Q0	-	-	-
Q9HBM1	Q8BHK2	A0A140TAB6	G3N156	E2R8N6
Q6P587	E9Q2E9	F1M285	E1BEJ9	E2QUC7
O14753	Q99LJ0	Q9WUB8	Q3MHW7	F1PXQ2
Q9ULX9	Q8BNJ3	A0A140TAE5	Q5EAB0	E2RK22
P31150	Q3UUE9	Q66H99	F1MSB6	F1PKX5
Q15024	Q8CGW4	D3ZXG0	E1B6X8	E2RPF0
Q15797	P70700	Q568Y7	F1MWI2	E2QXX6
Q8IWI9	Q8CJG0	P61621	Q2EGB9	E2QSA1
Q12873	P70353	D3ZD73	F1MEF6	F1Q136
Q9H444	B2RR82	-	-	-
O60831	O88705	G3V918	A6QL88	J9P758
Q5VIR6	Q9CS84	D3ZPG6	Q2HJ38	F1Q2N4
O60885	O09044	D3ZDN9	F6RWK1	-
Q6P1J9	Q9D2Q8	Q91V33	-	-
P78352	Q9ESS2	A0A0G2K302	E1BN11	A2SXS6
Q9NTN9	P35330	Q6MG85	F1MJA5	E2R4U7
Q9BWF3	Q9CXY6	Q6JHU9	E1BE19	F6XMH3
O95931	Q9Z0U9	D4AEC2	Q2KHU3	J9P029
Q8NDX5	Q9QXY1	D3ZTT7	E1BJL3	E2R292
P49841	Q8R1F9	D4AAY7	F1N7A6	E2RSH8
Q99062	O88939	Q4G063	Q3T0P6	F1PSQ0
O95470	F7A1F0	Q8VI04	G3MXM3	E2RI31
Q8WWF5	E9QLR9	Q6AYH2	G3N172	-
P51659	Q9D6R2	D4A2F6	F1MRF7	E2R0F7
P62993	P56959	-	-	-
P63104	A2AQA1	M0RBH5	G3N3Y2	E2R6T4
Q07890	Q91X34	P09217	-	-
Q92997	A2AD83	Q6P7A6	Q0P595	F1PBG9
Q9Y2G4	E9Q735	P10687	P21752	E2QYI2
O75533	Q01065	G3V963	E1BLA0	J9NTP4
P16333	P43275	Q62760	A4IFN2	F1Q3G6
Q92633	A2AQU8	D3ZS50	Q32PA1	E2R0X5
Q9NY26	O09101	D4ACU5	A6QLU2	E2REY6
A8K8V0	O54786	M0RAJ5	A6H794	E2R3I0
P60331	P62320	D4A3V0	Q1KZG1	J9NU40
Q86X29	Q3UIR3	-	-	-
Q99717	Q50H33	D3ZEH6	F1N4X7	E2RBH4
Q5VZ89	Q8C3I8	-	-	-
Q9BQK8	J3QM81	O54963	A6QNY2	F1PHT3
Q15750	P15806	-	-	-
Q8N6Y1	P57759	D4A0H1	-	-
P04637	O54927	F1LNS2	Q5EAD0	E2QY23
Q96EQ8	Q99J85	A0A0G2K2E5	F1MII1	O97799
Q14790	O89114	B5DF91	F1MNF1	E2RG90
Q9Y6E0	Q3UHD2	D3ZDG4	A6H7A4	J9NYD6
Q5JU00	Q80TC6	A0A0H2UH92	F1MRQ8	Q9GL27
Q16552	Q9JJV3	P03926	F1MQ74	F1PMC3
Q9BXL7	P54761	A0A0G2K132	F1MT24	E2QTR2
Q92576	Q8R5F8	Q62651	F1MQK7	J9NVD7
Q9UK41	Q9CYQ5	G3V6F5	F1MZX0	E2RII7
Q9Y6D9	E9PVZ8	B1H296	Q2NKZ7	J9P7I7
O15342	P62484	D3ZRL8	Q32KS2	J9P7V3
P52569	P97857	B0BNH1	F1MQ59	E2RHY5
Q16222	Q6NZL8	Q9ES08	-	-
P27348	Q5M9N4	D3Z8E2	F1MJQ2	J9P2I4
Q96F86	Q3TQ03	B2RZ70	Q9GLX9	F1PMN2
P0CG32	Q9JJQ0	P11506	A4IF99	E2R134
P19012	O70582	A0A0G2K3M5	Q3SWX9	F1PDK7
P48047	P41155	F1LMK0	Q05KI3	E2QXE8
P08559	Q9D281	A0A0G2K4B6	E1BMQ1	E2RIL6
P42166	Q9R0T8	F1LR12	E1BDX9	E2QU96
Q9UPT8	Q3TT38	D3ZZN3	F1MVI5	J9P2H7
P07437	Q80X71	G3V6J1	P02510	E2QW06
Q13546	E9QA35	G3V8S3	F1MZL8	F1P7S2
Q13323	Q2TV84	A0A0G2JSH6	P00423	E2R7S5
Q969F0	Q8BMG1	F1M3R4	G3X8D7	F6V471
Q3KQU3	Q149C2	Q6AYN2	F1N312	P0CAN6
Q8N0Z3	A0A0A6YXB2	Q62834	F1MRP9	E2RFH9
P04406	Q8R0S6	A0A0G2JWU7	E1BMS3	-
Q04864	Q6PAC4	D3ZG86	A7Z033	J9NZ21
Q9H4A3	P16125	Q5XFW4	F1N1L0	F1PEI0
Q9Y3D0	Q8R0L9	D4A9M7	E1BFG0	E2QYW2
P04179	Q1XH17	G3V8K9	Q0VCH1	E2R5A8
Q13029	Q91WE2	A0A0G2JSP8	Q29RY8	E2R0W6
Q9BTE6	Q8BHG1	D4A6C5	Q08DE6	F1PX89
Q99623	Q5NCE8	Q5BK82	F1MP51	J9NRH2
P08243	P30355	R9PXT8	A6QQC3	J9NS10
Q9NZL4	Q99ML4	Q5I0K8	F1N2A9	F1P669
P34897	F6UPM1	G3V660	E1BKM4	F6UXD0
Q8IXQ3	Q9D518	P09527	E1BL59	F1PB20
Q9BRX5	Q8CIV7	Q5BJZ4	G3MZE1	J9NS34
Q9Y6E2	Q8BUV8	Q3KRE0	A5D7D6	F1P7X2
Q7Z4R8	Q2LA85	-	-	-
Q6NUN9	Q4VAA2	Q6DGF2	F1N649	E2RNM8
O15400	Q9CQJ4	D4A7X1	A6H795	F1PLR0
Q8IWZ8	G3X9B1	D3ZZY0	F1N3S4	F1PBV5
P61077	Q61644	D3ZS79	E1BND0	Q2KM13
Q8WY64	Q5SZ99	B1WC24	Q148F0	E2R8U5
A1L0T0	Q9D3Z8	Q63489	-	-
Q9UBB6	P43081	F1LMC6	E1BPV3	F1Q4B9
Q15029	Q9D7M8	P63149	E1BF75	F1PP35
Q8IZ73	Q6KAS7	-	-	-
Q13043	Q8R0L1	G3V897	F6RY07	J9P609
P48023	Q6PG95	P16067	F1MDZ7	J9PB70
Q8IVL6	Q3UHD3	-	-	-
O75084	Q9DCB4	A0A0G2JSU9	G3N3L0	E2RLM5
Q05397	Q3U6P5	Q9QYN5	E1BDI0	E2R0B4
P12956	Q9ES56	Q9ERH3	A5PK67	J9P5P2
Q9BSI4	Q8BZ36	A0A0G2JSW7	A5PK58	E2RIC7
Q9UN37	Q9ES64	G3V903	-	-
O75530	P11911	Q6V9V9	Q3T169	F1PBA2
P05141	O89101	A0A0G2K463	F1N3W8	J9P0F7
O43741	Q149T1	G3V915	F1MC39	E2QT64
Q13422	P70671	Q5XIG0	Q24JZ8	F6UN84
O43765	Q7TNC6	Q63965	E1BJR7	E2RA21
Q9NY33	A0A286YDY9	Q6MFZ5	-	-
P37840	Q9CY46	F1M3F2	F1MGM4	E2R6I2
P25705	A2AJW4	Q9JKM5	Q3T093	E2RT57
Q9Y6C9	Q91Z50	G3V7A5	A6H7J2	J9NYM8
Q9HB90	Q9D6K9	-	-	-
Q8TB72	Q04573	D3ZIZ0	G3N0G9	J9P227
Q86WU2	P23506	D3ZUH5	A6H7A8	F1PTZ8
Q8N884	Q8K2H4	D3ZU48	F1N241	E2QX64
O15551	A0A0R4J0K1	B4F7C0	F1MPS7	E2R0J1
O95471	Q9QUS4	A0A0G2K4J0	E1BPX1	F1PLS2
A0A0S2Z6P0	G3X949	D4A1T1	E1BNP7	J9P346
O00442	Q8CFJ9	F1LW90	G3MYH0	F1PIS5
O00483	A0A087WQD7	-	-	-
Q96F44	O55179	G3V8M2	-	-
Q9H078	Q8CB27	Q9Z2Z8	E1BF60	F1PF32
O15143	E9QNR5	Q4G097	-	-
P61160	Q70FJ1	A0A0G2K4Y6	F1N3A6	E2RD79
P27797	Q9CPX6	Q9WU34	A2VE79	J9NSG1
P08621	Q9D995	O55227	Q08E62	F1PN98
Q9UHP7	Q8K3Z0	P0C606	F1N0K9	J9NTY5
O00182	Q8VBZ3	D3ZV15	Q3SZM9	J9P079
P23634	Q60596	E9PSW6	E1BBT9	J9P2J7
Q8TD31	Q9EST8	Q5PPG8	F1MLB1	F1PLM8
Q96P16	Q2TB02	D3ZMR9	E1BL12	E2RF69
P57678	Q5FW52	B5MEV3	F1MY46	E2QTW8
Q9NVI7	Q9JJ11	Q6P9V9	G3N067	F1PAX3
Q9C002	Q9QYG0	Q5M8B4	-	-
Q9UJZ1	Q7TM99	D4A0T9	F1MIH2	Q9MYY9
Q09028	Q9CXF4	D4AA43	Q2TBR2	E2RMQ5
Q6WKZ4	Q5DTW7	Q924K2	E1BE12	E2RNZ1
O94868	O35459	M0RCH5	F1MU99	J9P3N4
P50222	A0A0R4J0I8	D4A9V6	E1B9Z2	F1PQ32
P98173	O35668	D4AB66	Q0VD36	J9NXX9
P46777	O88566	-	-	-
O60841	Q6P9S7	Q6QBQ4	F1N5K4	E2RC75
P06454	Q6PGC9	D4A5X1	F1MTV5	E2QUS0
P62244	D3Z4S3	-	-	-
Q13151	P08882	-	-	-
Q14155	P17553	Q6AYP7	A8E651	F1PCC1
Q9NV70	Q921M3	Q6AYM8	Q08D76	F1PB81
Q9H2H9	Q8BGX2	-	-	-
Q9H936	Q3TAQ9	F1M9Q3	Q0VD01	-
O00264	P07750	Q4FZY1	A6QQU9	E2RHT1
Q8NBP7	Q61545	D3ZEE9	Q3SZ20	J9P8M2
P09874	P24622	Q6PCU2	E1B7T3	E2QY03
Q96L91	Q925N2	D4ABF5	F1N3M0	E2RL16
C9JAW5	Q3TIV5	Q5U4E8	F1N6Z0	J9NVB2
Q9Y5E8	Q93092	D4AE90	P11181	E2R234
Q9H2W6	Q8BLH7	D3Z815	Q17QT5	J9P8U8
Q9UJS0	Q3UZY0	Q91ZW1	-	-
P53396	Q8K2D0	F1LPG9	A6H789	E2RBV1
Q9UNF1	Q8BGB8	Q5XIP9	F1MG93	J9P249
P25025	Q9WUM3	D4ACL6	F1N1G2	E2R435
Q16531	Q5XF89	D3ZD89	F1MUK2	F1PU34
Q9Y297	Q8CA72	D3ZUY8	P35605	E2RQ93
P10644	Q62420	A0A140TAB0	Q05JF3	F1PBC6
P19021	Q8BMG8	-	-	-
P16220	Q62053	A0A0G2JY48	Q4PJK1	F1Q1F1
P49715	Q6P1B1	Q5M7A6	P10279	E2RR36
P50238	P17710	Q6P752	Q04467	E2QSP3
P09619	Q9CRB0	F1M1C9	F1MPR3	F1PNG6
Q03135	P09925	P0C1S9	E1BFV9	E2R3Q0
Q9GZR7	Q99JY0	M0RCK2	E1B783	E2RTA4
Q9H6R4	Q91ZK0	D4A4W1	P17404	J9NVK1
Q8IV13	G3X8X6	D3ZU51	F1MM56	E2RH73
Q86SJ6	Q8R242	P17220	F1N1V7	E2R7S6
Q92636	Q3U128	D4ABY6	Q2T9W7	J9P4V6
P69905	Q62120	D3ZEH4	Q3MHE4	F1P6P0
P38398	P62259	-	-	-
Q86W56	Q99LF0	P83565	Q29RS5	E2R102
O43679	Q91Y10	D3ZY40	E1BLR9	F1PQ38
Q96NA2	Q8CAE2	F1LM09	Q0VCT3	J9NRJ8
O00505	Q8BKY8	F1LPJ7	Q3ZBX5	F1PS05
P83916	Q9QXL2	D4A849	Q3T015	E2RIG6
P05062	Q80TS3	-	-	-
Q99757	Q8R3N1	F1LRH4	F1MGK4	F1Q1T5
P40939	Q60604	Q9ET50	F1MIC8	E2RCC5
P55286	A0A0A6YVS8	Q5FVG9	A2VDS0	F1Q0R1
P34947	Q3ULI3	M0R3V3	F1MR39	F1PJD1
P03372	Q8BZY3	D4A904	Q9XT96	F1PX22
Q00610	Q921H8	-	-	-
P48443	Q8C7E7	Q66HK8	G3X822	F1PVE4
Q13554	Q8CC21	A0A0G2JYF0	F1N2F8	J9JHG4
Q2NL98	Q91VN7	-	-	-
Q92731	Q924M7	D3ZUL8	F1MYW1	E2RF98
O14617	Q9Z0F8	-	-	-
O96018	Q61686	F1M9B2	F6PU96	E2RA54
Q96BW9	A2RTU1	M0RC99	F1MH07	E2R9R4
P51946	Q9JHE4	D3ZW90	F1MAU5	F1PAB6
P51671	P51642	Q9R1K8	E1B999	F1PPN3
Q9NPB9	Q8BWY4	D4A0W7	Q0V7M1	E2QUA8
Q96EY1	Q8K4F6	G3V880	F1MVX4	E2RR39
O43291	Q9CVB6	D3ZCE5	F1N608	J9NSD3
Q6NZ67	Q3UJT6	P51869	Q2NKU3	J9P2R3
O14497	P63250	Q5U3Z2	E1BA84	E2RP78
P25685	Q80ZI6	F1M7Z9	E1BMH4	-
Q7Z4Q2	Q8QZV0	Q3B7D1	A6H6Z1	E2RP34
Q96B77	O88291	P62142	P23934	E2RS24
Q99445	G5E869	D4A7P5	Q5BN37	E2R758
Q9BZ76	P28862	O08628	F1MYI7	F6XYC2
O95067	Q8VC12	D3ZYQ9	G3N0E6	E2RB53
P38936	Q9Z162	Q3KR59	-	-
Q13322	Q7TNM2	B2RYP6	Q2TBS5	F1PSR3
Q9Y6I4	P46471	D3ZNT8	-	-
Q8NCN4	A0A0R4J0S8	Q5FVN7	F1MAZ5	F6Y3U7
P43405	Q3UW09	A0A0A0MXZ5	E1B9Z7	E2R1Z1
Q9BXS5	P20491	-	-	-
Q9NYZ3	Q8BH04	Q66HE8	F1N0C4	E2RG38
Q9UBL3	Q8K045	Q6P6U0	Q29438	F1P8P2
Q13263	Q64689	A0A0G2K4L4	Q2KIG6	E2RK88
Q8TF47	Q3UGF1	Q5U2V4	-	-
Q16513	P58750	Q6MGB4	E1BDL3	J9P4U6
Q9HC77	Q9QYI8	Q7TP54	Q32L50	F1PIC6
Q15370	Q6ZQM0	F1LMR4	E1BDY4	F1PA85
Q15796	E9QLB2	Q5M830	G3N2M5	F1PEW1
O75446	A0A0D2X7Z2	B2GUZ4	Q17QQ9	F1Q4K4
Q9H7L9	P61953	Q64057	Q08DJ5	F1PUU5
Q8IWV2	Q9CQL0	D4A895	F1N0E6	E2RJW4
Q8IXL6	D3YTP0	D4ADH7	Q2KIP5	E2QX69
Q9BPY3	F8VPK8	Q6P9V7	-	-
Q9BZL6	Q3TTF2	O55162	F1MXG4	J9NUK2
Q9Y3R0	Q80XL1	F1LSA1	G3MYP6	F1PWH9
P53567	Q9WV91	D3ZED7	A7MB15	E2R4T4
Q08881	Q9D9W1	Q91ZQ0	Q3SZE4	E2R1T2
Q9BSL1	Q8K0C9	D3Z8Z6	A6QQ84	E2QW08
O00159	Q99NA2	F1LRH1	F1MX59	J9P7G8
P23528	P26041	P85515	G3X6V0	J9P3L7
Q12756	Q8C7W7	G3V7Q2	F1MSW9	E2R2K6
O95295	P43406	Q5U2Y6	-	-
Q01082	P70375	D4ACA3	F1MYH8	E2R3G4
P17035	Q9DC23	Q6PDW4	F1MDH3	E2RB30
Q16659	P28352	-	-	-
O95544	P55002	-	-	-
P30305	Q64336	A1L1J8	P23356	E2RIU8
Q8TF46	Q6NZF1	Q6P6S5	E1BGU4	F1PPG5
Q9NQT4	A0A0R4J032	D4AD99	F1MTJ9	F1PY64
Q9H4L4	O35565	P23944	E1BGL9	B2NIZ6
Q00987	O35621	O08718	Q2KI24	E2QW76
Q92619	Q32NY8	Q4G059	-	-
P50281	Q3U3W5	A0A0G2K135	E1BD39	E2RLN1
Q99727	A2AUM9	A0A0G2K9E5	Q8SQB1	E2R8U8
Q8TB96	P14220	Q32Q54	-	-
Q9H5J8	Q8HWH4	P70499	F1N2H2	F1PYI3
Q9Y6X2	Q8CJ61	D4A5Q2	G8JKW1	E2QUB0
Q8WUK0	Q0QWG9	Q5PQX4	F1MHU9	E2QX83
Q9P286	H3BLC8	R9PXX7	A1L552	J9NT19
Q9BU23	O55040	Q6PPF3	E1BMC2	F1PNR0
Q9UNA3	Q6PHS9	B2GV57	F1MZX8	E2RLL1
P68363	Q91YT7	-	-	-
Q99836	O35566	O35789	A7MBD3	E2RNH4
P43355	Q4VA93	G3V7W0	A6QPB6	J9P7R9
Q99457	P17950	G3V975	Q3ZBQ0	J9P471
Q99497	Q3UHF7	D3ZAK1	F1N7W5	F1PXP9
Q9HCM4	Q8BHC9	B0K009	G3N2Y5	F1PPQ4
P48431	Q9WVA4	E9PU24	G1K134	F1PNV5
P29320	Q8VE99	Q6AY24	E1BHN5	F1PGY1
P98172	Q9JKN6	-	-	-
Q13895	Q91WQ3	Q5XIF1	A7MBF1	E2RR09
Q8NF50	Q9CXT8	P02770	G3N1Y5	F1P6W2
Q05209	Q9CRC0	-	-	-
Q5T447	Q9CR98	-	-	-
O60603	Q8CHY3	A0A0G2K0K8	Q2KIZ3	F1PNJ4
Q02750	P35803	Q6MG75	Q9N0E6	Q6Q7P4
P36915	G3X8T9	Q498M8	Q0P5J6	J9P3N0
Q13310	D3Z4M4	F1LN50	A4FV54	E2QRX9
P56539	Q4KL18	-	-	-
Q96GE4	E9PYI4	A8C4G9	F1MMQ6	F1PK32
Q9P031	Q9DBX7	F1LP56	Q148H7	E2RJI4
P30837	P70232	M0R7T6	F6S145	F1PUM3
P47985	Q921D4	-	-	-
Q92624	Q05BA5	F1M6U0	-	-
Q9UMZ2	Q9D658	P24368	Q0VCI4	E2RQV7
P08238	Q8CIB5	P17945	F1MYW4	J9NW75
P52630	Q5DQR4	-	-	-
Q49AM1	Q9DCX7	Q5M9I6	F1MWU6	F1PKV9
Q15165	Q8R1Q8	-	-	-
Q86VZ4	O55239	Q63604	F1N192	F1PB66
P02746	P20357	Q6AXY6	Q32LM6	J9NY04
Q70CQ3	D3YYZ1	F7FEU1	G3MYE1	E2RLX7
O00204	Q9Z2D6	D4A2K4	E1BAQ5	E2RCD4
P14621	P13609	Q71F54	E1BJI0	F1PWI3
O43251	Q64527	P04692	G3X7H1	F1PLU2
Q99700	Q91XX1	D3ZY20	F1MLA9	E2R464
P13645	Q9QZA0	-	-	-
Q05D08	Q60673	P34064	A4IFI7	E2RDB0
P28288	O08852	A0A0G2JWS3	A6QQ69	E2R173
Q9NPL8	Q91YQ3	Q7TP52	E1B9X1	E2QXG6
Q9UHQ4	Q6DID5	A0A0U1RS05	E1BHM6	F1Q0A0
P31943	Q99K70	P08592	F2Z4H6	F1P603
P04264	A0A0G2JFZ5	G3V8I7	-	-
Q5XKE5	D3YXH1	D3ZGL6	F1N4T3	E2QU10
O00425	Q3U6K5	M0R671	A4FUY6	E2RRH2
Q99538	Q810P2	Q5BJQ1	F1N141	E2QUI1
P29353	P63328	A0A0G2JWH0	E1BL01	J9P3W8
Q9GZL7	Q91YU7	B1H249	Q3MHP8	E2QXW9
Q9NRC8	P14602	Q5PQN5	F1MZB0	E2R3G2
P01009	Q8BPM0	A0A0G2K6X9	F1MHJ5	F1PPF2
P02751	E9QMY5	P06907	G3X6Z3	F1PR95
P35232	Q8BVF6	Q5U2X4	-	-
Q07021	Q9Z1G4	D3ZJX5	A5PJU6	E2R757
P53539	E9Q1G8	G3V7L0	Q3SZP4	E2RAC8
Q9UJW3	Q6F3F9	D3ZC56	F1MWE8	-
Q07817	Q8R4Y4	-	-	-
Q07820	Q8BI84	M0R5V1	G3MXF4	F1PDN5
Q14681	A0A1Y7VJS4	D3ZF21	E1BFW2	E2RAD2
Q5JRV8	Q9D6F9	Q5M836	E1BAW7	J9P955
Q5VVX9	Q62371	-	-	-
Q9Y508	Q9JI11	D4A8N2	E1B9Y5	F1PQP4
Q96FW1	Q91XS1	A0A0G2JTX9	E1BQ24	F1Q270
Q92759	B2RVL6	D3Z8P1	Q2NL29	E2R6X6
Q9Y3C5	Q8K4C9	Q6PCT9	Q3SZ12	E2RED4
Q7Z3B4	Q6P1I6	Q0VGK2	P68138	E2RCW6
Q8IX01	A0A1Y7VKH5	-	-	-
Q99496	Q8BRM2	Q5EB77	Q3T0Z7	B6V8E6
O15379	Q3USS3	D4A6H8	Q2KIW4	F1PEI3
O60229	P08071	Q62689	E1BF43	E2QWC6
Q96EV8	E9QJS7	Q32KJ8	F1MTY1	F1PBE8
O95218	A1A535	Q66HL6	F1N1L4	E2RDT8
Q9NWT6	Q8BJ48	O08775	A6H7E5	F1PDC4
O15498	Q5SUD9	Q3T1I9	-	-
Q13011	Q8BVK9	M0R4J7	-	-
Q13077	Q9D387	D4A3S1	E1BLB4	F1PQN3
P62888	Q61193	D3ZSZ0	G3X684	F6XBZ5
P13612	O54928	D3ZMD6	A0A140T898	E2RJ34
P60842	E9PUJ6	D3ZAG6	F1N6M1	E2RAI1
Q9HAW0	Q9QX66	Q9QXY2	F1MJA3	E2R9E9
Q9P035	Q05D44	F7ES94	Q1LZD4	E2RMT8
P62736	Q569L8	A0A0G2JUJ9	F1N3P8	E2RR02
Q8NFZ0	Q8BP92	P49684	G8JKV7	F1PFK8
Q9P1W9	Q8R123	G3V848	A5D9A7	E2RHZ4
P27361	Q8K4F0	B0BMS8	-	-
Q96GG9	Q99K41	D3ZBL2	P03910	F1PG39
O00555	Q9D3A9	G3V992	F1MQU4	J9P0I0
P59990	O08707	A0A0G2K7Z6	Q29RK7	F1PU52
P60369	G3UW60	A0A0G2K7N9	F1MYF9	E2QZG9
O60884	P01900	A0A0G2K528	E1BKU2	F1PR64
Q7Z6Z7	A0A0R4J021	P08699	Q1JQE0	F1PSI2
P06753	Q8BXA5	Q8QZV1	A4IF97	E2RL71
Q01094	Q02152	B5DEP3	-	-
Q14140	P52432	Q4QQW1	A6QLP2	E2R5W2
P62310	Q3TWL2	A0A0G2K003	Q0P5A4	E2R5K3
Q9H9D4	Q9D3B1	A0A096MK63	E1BLB9	P06596
Q9UBX5	P60904	-	-	-
Q6ZVM7	Q8C2P3	D3ZAN9	F1MMV5	E2RDK9
O43639	Q99J23	P61250	E1BBD2	F1PX05
P26373	A2ACT7	F1M419	A0JN70	F1Q1B1
Q13616	Q6PEE3	A0A0G2K294	A2VDW3	F1Q1D2
P46821	Q31142	-	-	-
Q4G0J3	Q6XPS7	Q9EPT8	A4FUY1	J9P6C3
P07766	Q8CHS9	A0A0H2UHD9	F1MDZ0	J9NRQ6
Q8N2G8	Q8CFK9	F1LRB9	E1BKN1	F1P884
P27708	Q3U381	D3ZTB4	Q32P99	E2REN0
Q15628	G5E922	-	-	-
A7MCY6	Q9D504	D3ZVS2	A5D7F0	J9P7S7
Q8WW24	Q9CQI7	A0A0G2K3J3	F1N3R2	E2RFV2
Q9H9E3	P50518	E9PTG0	E1BKN5	E2R8B2
P22314	Q6PZD9	P36972	A4FV31	E2R603
Q5SVS4	Q9D7P7	-	-	-
Q9H596	F6ZK01	A0A0G2JZF6	E1BCN8	E2RP77
Q96ES7	Q8BGV3	D3ZF12	Q05B81	F1Q206
P22681	Q9D2D9	F1M1X0	F1MV04	-
P62195	E9Q5Z5	Q5XID6	E1BP90	E2R057
