B7NZM8	A0A286XBQ9	W5PAQ3	M3WE16	F7BJQ7	F1P6I3	A0A287APW0	P67939	P19139	P97855	P07306
G1TA76	H0VAF0	W5NQN2	A0A2I2V1Y0	F6ZLD4	F1P6L4	A0A287BCD1	A1L567	Q9JK11	P53994	Q13523
G1SGE0	H0V4V1	W5NXT9	M3VY51	F7DVC3	Q9ZZ56	I3LKB6	A6H741	F1LW29	Q8K400	Q2TAL5
G1TW21	A0A286XBW8	W5P1W8	M3WPL9	F7D8T6	F1Q036	A0A287ACN2	A0RZB4	Q9EQV6	P51658	O60248
G1SLR6	A0A286XE15	W5PSM6	M3W0H2	F7ABQ8	F1Q2D6	A0A286ZLM5	F1MX63	Q5XI64	Q9D5Y1	A0A0S2Z5S9
G1SUW9	H0VLH7	W5PBW4	M3WV53	F6R781	P52204	F1RUX4	Q3T080	D4AD66	Q8VHK8	Q9BYV6
G1SDG2	A0A286XB06	W5QBY0	A0A2I2V2E6	F6REP3	F1PEM6	F1SED4	F1ME38	P70582	Q7TNS2	Q9H082
U3KN32	H0UWL2	W5PEP3	M3WG74	F7CVV0	F6XDU0	A0A287A186	F1N340	D4AE88	A2AR02	Q9ULD4
U3KPA0	H0VLU0	W5P5P5	M3WSE3	F7D4N3	E2RBR0	F1SBI5	F1MPJ6	D3ZAQ6	Q8BGK6	Q9Y234
G1TEM2	H0V6V3	W5P8U6	M3WVW9	F6VGJ3	E2RKV0	A0A287BLP0	G5E556	F1LT68	P52187	P00736
G1TQU6	A0A286Y0E0	W5PL29	A0A2I2UBW7	F7CR52	J9NV82	B9P3U4	F1MU82	F1LNT0	P21841	Q96IU2
G1TT88	A0A286Y281	W5P958	M3WM38	F6X4C1	F1PNS4	A0A287ANS6	F1MDS0	A0A0G2K214	E9Q555	P10155
G1TAX7	H0W6E3	W5Q6H3	M3WPD9	F6QE94	F1PBW2	I3LA15	Q2KJ81	D3ZM49	Q99KG5	O43310
G1SDI1	A0A286XVJ9	W5QAJ4	M3WXB9	F6SA01	J9P669	A0A286ZZW1	Q17QN2	Q76JQ4	F6WB49	Q96DN2
U3KNU1	A0A286XS92	W5PK80	A0A2I2V3I4	F7E280	E2R5S6	I3LF09	A7YSY2	A0A0G2K8A6	Q9QXX8	P0C7I6
G1T636	H0VFP3	W5PGI5	M3WUZ5	F7DT34	E2RAD4	F1RW06	F1MC61	F1LRQ6	Q61043	Q8NHP6
G1SNE9	H0VCN2	W5NYA2	M3WMC3	F6YC14	E2RSA9	F1SRP3	F1MQ21	E9PU15	P10853	Q9NXD2
G1SLK9	H0VUU5	W5PZN4	A0A2I2U0J0	F6Z5M2	F1PU40	K7GN66	E1BAR2	F1M090	Q9Z2B3	O15258
G1TDC3	A0A286Y0Z3	W5PTT8	M3XG94	F6PSL5	E2RSJ2	F1SSD1	E1BLF5	G3V792	O35253	Q92730
G1SX78	H0VKB9	W5NVM1	M3WBM3	F6R044	F1Q132	A0A287BHZ3	Q17QE0	M0R6Q4	Q0ZCJ7	Q8NDV1
G1TVS4	A0A286X9E5	W5QD06	M3X7K8	F7ALV9	F1PD95	I3LUV5	F1N6X2	Q5BK64	Q9DC22	O15042
G1SEX6	H0VFL5	W5QGE7	M3VZH5	F7DQ79	E2R9R9	A0A287AQR4	A2VDP2	Q9QZP1	Q8VBW6	Q9Y5S2
Q28685	H0VS35	W5PP33	M3WYG3	F6W861	F1PMA7	A0A287AMX7	Q2KI41	Q01177	E9QQ33	P60602
G1TV46	A0A286XFF4	W5PDK0	M3XEC3	F7A3Z1	Q29416	A0A287B6J8	F1N7Q1	D3ZTV3	Q80XC6	Q6ICL3
G1T3A6	H0V643	W5P008	M3WD74	F6U5B3	F1PX20	F1RSY9	Q5E9Z3	Q68FY4	P58022	Q12996
G1STR5	H0V4U6	W5P1R7	M3VX07	F6QTT9	E2RNI5	F1SCS4	Q3SYV3	A0A0G2JSR8	E9PZM4	Q9H2G9
G1SVW9	H0UZE5	W5Q8W1	M3X8R5	F6ZAF8	Q4PLA8	A0A287AZP4	F1MBY7	D3ZWG3	E9PUI5	Q86XT4
G1SSV1	A0A286Y233	W5PMB1	M3WP55	F6ZAA0	E2RR16	F1S0W9	F1MLY7	F1LPQ4	Q8BIQ5	P09661
G1T622	H0W8P9	W5PFS2	M3X7K1	F6S1C9	E2RK04	F1RM41	E1B7P5	D3ZAI4	Q8C0N1	Q5FWF5
G1T6T1	A0A286XLX3	W5PA95	A0A2I2UHL0	F7C1H5	F1PLR4	I3LR22	Q8MJG0	Q812C4	O88874	Q03989
G1SSE2	H0UZH7	W5PJA0	A0A2I2UB56	F7BZ88	F1PUV2	F1RPM9	E1BIQ6	D4AE79	Q9Z2E4	Q9ULR5
G1TDY1	H0V9H5	W5PCS0	M3WNH1	F7B592	F1PSV1	F1SHH1	E1B714	P63016	P35822	Q13573
G1T0P2	H0UWQ9	W5P7F1	M3WAX9	F7CPA2	J9P4U7	Q864Z2	F1MJW8	F1M0L2	P51175	P48539
G1T010	A0A286Y4K2	W5Q9R2	M3WE83	F6WJM7	F1PG19	F1RU60	E1BIN8	B5DF90	Q91YN1	Q8IV45
G1SLS8	A0A286X8W4	W5PUU0	A0A2I2UJ90	F6RA93	E2RPW4	F1RQL3	A6QPM6	F1M5Y6	A0A1B0GR87	Q8N539
G1SU50	A0A286XUV1	W5PDY8	Q8HYB8	F6ZB40	J9PAA7	F1RPW7	F1MAX3	Q6GV27	Q5F2E8	Q8WV44
G1TVJ2	A0A286XGR6	W5PE83	M3WD96	F7BCH1	E2QWI3	A9X6R3	G3MZ89	G3V989	Q80SS5	O15480
G1TE51	A0A286XKN9	W5PQE6	A0A2I2U477	F6WJK6	F1PKT2	A0A287AZV7	A7MBG0	G3V945	P98197	E7EU14
G1TAH0	A0A286Y4A9	W5PX10	M3W2V8	F7BG86	J9P0T2	F1RS42	A2VDU6	B2GUZ4	Q7TSV4	Q96I25
G1TBS6	A0A286XJ71	W5Q8T5	M3WRW7	F6VUU8	E2R2R1	A6P7L6	F1MNQ1	P10252	Q9JKX8	Q9NZ94
G1TLT3	A0A286XIP5	W5P0E4	A0A2I2UL15	F7E069	F1PMI1	I3LTE1	Q2KJH1	Q5M962	Q5F201	O00421
G1TV42	A0A286X987	W5PX45	M3WI98	F6QPY0	J9P3W2	A0A287BS22	F1MEU5	A0A0G2K1Y7	Q921Y4	O75564
G1SN63	A0A286X9R2	W5PQJ8	M3W6B3	F7BD82	F1Q3I7	Q3YLA6	F1MMD5	Q4FZY2	F8VQI6	Q96KA5
G1SRC5	H0UZ82	W5Q471	M3X8P1	F6T7P5	E2RD67	A0A287BGS4	E1B7S2	D3ZXM0	Q925N1	Q5XX13
G1T095	W0UUZ4	W5NQN4	A0A2I2UUY9	F6VF46	F1PHX0	F1RFD1	E1BHC1	A0A0G2JUC1	O88493	Q5EC54
G1THV8	H0VB29	W5PVL0	M3W853	F6XXW5	F1PKH2	I3LG81	F1N311	G3V949	Q8CHE4	Q9Y4C1
U3KPL2	H0V7Y0	W5Q201	A0A2I2UPB5	F6WYA2	F1PB94	A0A287B9C4	Q32PI6	D4A131	Q9DCU6	P17023
G1SEJ5	A0A286XD53	W5PYV4	M3VTY1	F6SZK9	E2RJE9	F1RSA2	I6L9I4	Q5FWY5	Q921I0	Q92496
G1SNP4	H0VCU8	W5NUN0	M3VW75	F7BN37	F1PB10	F1RWS8	F1N650	Q5U214	Q62376	Q96MZ4
G1TWU4	H0VSM2	W5PV14	M3X5R0	F6SHS3	F1PIR4	F1SFK2	A5PK21	M0RAD7	P10628	Q96SQ9
G1TWG2	H0VUI3	W5PCP1	A0A2I2U8H8	F7CRN8	E2RAU4	F1SUY6	F1MCP4	D3ZES7	P31254	Q16775
G1U951	H0W014	W5P900	M3X8D8	F6PTX3	E2QYD8	A0A287ATQ7	Q56JY1	B2RZD4	Q9D1R9	P58549
G1SPG9	A0A286XM65	W5PTY2	M3VWH6	F7BBG7	F1PDQ2	I3LDQ2	F6PQR5	F1M0M7	P31230	Q9UQB8
G1SDJ7	H0W3W1	W5P8K5	M3WM89	F6Z154	E2RBV8	I3LP11	Q3ZBT6	F1M949	P14733	Q9Y5L2
G1SI14	H0WAT3	W5PQ01	M3WDX5	F6YAP3	F1Q279	F1RFR4	A5PJU0	Q5I0I8	Q8R5K4	P52565
G1T4Y5	A0A286Y3V9	W5Q9C6	M3VY43	F7AEC4	F1PLZ9	A0A287A2B6	F1MVK3	B5DFD6	Q14DQ1	Q96MW5
G1U918	A0A286Y2H6	W5PXA4	A0A2I2U1J9	F7D2M6	F1Q2J5	A0A287BR35	G5E6L1	Q5XHX6	O89029	Q8WVI0
G1TCZ1	H0V902	W5P478	M3W906	F6Q6H2	E2RAC1	A0A287AQA2	F1MTK7	Q6IMA3	A0A286YCI8	Q8WXC6
G1SRY7	H0VQB6	W5Q4Z4	M3XEV2	F7DWN5	J9P829	A0A287AM78	Q17QH5	P68035	P70335	Q8IXT1
G1SI22	H0UW56	W5P4D8	M3XAG9	F6YF74	E2REQ0	I3L8D0	Q3SX02	Q9WVK7	P17742	Q8ND82
G1TQK5	H0UTT5	E5FXR5	A0A2I2UZ17	F6WLI6	F6XM14	M3V811	A0A140T8C6	D4AA75	Q9JLH8	F6VUV4
G1TIA8	A0A286XVR4	W5QIQ6	M3XD47	F7APN2	F1PET0	A0A287AEK4	E1BL01	F1LWM8	Q8CDL9	Q92903
G1SGA0	H0W9B3	W5P091	M3X310	F6T8X0	E2R5E9	F1SPB4	G3N3S1	Q5KR61	P28862	Q86V87
G1T5A5	H0VPL0	W5P4B0	M3WNT0	F6VWR3	E2RMC0	A0A287ASK3	G3X713	O70531	Q91YX7	Q13404
G1T4R4	A0A286XD78	W5PFF7	M3XA06	F7CKU6	F1Q4K0	F1SAT2	G5E5E9	Q9Z0K6	Q810N6	Q6NXT2
G1TBY5	H0UX05	W5Q2P9	M3VVW5	F7BJR6	F1PWA9	A0A287AQW6	F1MV74	Q62806	A2BDY3	Q00987
G1U0X0	H0WCL6	W5NW80	A0A2I2UV17	F6Y566	E2RE12	F1RVY1	P01180	Q63737	Q0VBK2	P51878
G1T0T6	H0V8J0	W5PL71	A0A2I2USF6	F6QBM1	J9NWF9	F1S6H1	Q3SZX5	A0A0H2UHT3	Q8BU88	Q587I9
G1SQK0	Q8K4Z4	W5PAA2	M3X7D9	F6UL81	E2REA4	A0A286ZVL0	G3N0Q3	Q7TP21	Q3UIL6	Q03001
G1TPI7	H0V8Z8	W5PE18	M3VZL4	F7DCJ8	E2QVS1	K7GQ78	G3N3D4	B2RZ44	Q9D1Q1	Q9Y6D6
G1TBB5	A0A286XRI8	W5PIN3	A0A2I2UJS0	Q5NU31	E2RSL0	F1SJU2	E1BCH6	D4A2Q3	Q3UK75	Q14807
G1U051	H0VBU5	W5Q425	A0A2I2U393	F6VEX2	J9NYV7	I3LUA4	F1N3K6	Q3KR92	Q7TNS7	Q9Y2Y1
G1SML5	A0A286XP09	W5Q1I8	M3WQF8	F7BPA1	F1PFQ1	F1RY93	F1MWF5	P50399	Q9D1Q6	Q96FV2
G1SY04	H0UX08	W5P577	M3WEH6	F6SRZ6	E2R5B9	A0A288CFU1	A2VE14	D4AAV4	E9QP59	Q14157
G1SKU6	A0A286Y0C7	W5Q7R1	M3W6S3	F7DP40	F1PCX2	A0A286ZMH2	P08220	Q80W66	P56386	Q7Z7F7
G1SMS1	A0A286Y0I6	W5PJ29	M3VV90	F6WG81	F1PY64	F1RPZ0	F1MWW3	A0A0G2KAJ3	Q80SZ7	O96006
G1SRT9	H0VTK0	W5PQ49	A0A2I2UIV0	F6TBU2	F1Q0V5	A0A287AUF5	F1N406	D3ZDF5	Q8BR27	Q9BPU6
G1SRA5	H0VHK6	W5QE66	M3X9S3	F6YCP0	F1PNF5	F1SA83	F1MNU1	B5DFL9	Q9D7A8	Q9UL58
G1SL15	H0W3B0	W5QF32	A0A2I2U404	F6QZA8	E2RDJ3	A0A287BDP3	A4FV02	F1M581	Q07440	Q9BU76
G1SZG0	A0A286XX37	W5PDC6	A0A2I2UHJ6	F6QJQ6	J9P3B2	A0A287BLW9	Q0VCT5	P15725	D3Z200	Q9UPG8
G1T0S1	H0UUE7	W5PJP3	A0A2I2V4R7	F6TBT5	F1PKT0	A0A287ATW7	Q2NL16	A0A0G2JZ84	Q9DB40	O14788
G1SLT0	A0A286Y312	W5NYU2	M3WEP3	F7CSW0	F1PJZ4	I3LKN8	G3N3R1	A0A096MJX5	G3UXB3	Q9NTU7
G1SSB3	A0A286XUX1	W5NX86	M3XBC7	F6TWL2	E2RRF8	I3LP81	Q3T0N3	P70531	P22892	O76081
G1T4V1	H0UZN8	W5PFX2	M3WBR0	F7CN95	F6XWJ1	F1SGF8	E1BHI9	Q6AYC6	Q14AT2	Q13065
G1TUW8	A0A286Y0B5	W5QC93	M3XAA7	F6RXL8	E2QWI7	A0A286ZY24	Q08DB3	G3V6G3	Q8R184	Q14247
G1SUC7	H0UXF3	W5PF35	A0A2I2U5P5	F6YRT7	E2R7L4	F1RIZ4	F1N4A0	M0R8H7	Q9D439	Q9P2D8
G1T4J8	H0V8Q7	W5PIF8	M3WZA5	F6WJW2	J9NYI6	F1SLZ7	G3MYQ9	G3V669	Q810B7	Q96DE0
G1SV39	A0A286XY11	W5QCD0	M3W2C0	F6PH51	E2RDS7	F1SSB6	E1BNM7	G3V6U6	Q8BV16	P49842
G1T4Z0	H0V9G6	W5PUD8	A0A2I2UDX4	F6VGC7	F1PF21	I3LIT7	Q5EA75	M0RC38	Q9D684	Q9Y2D0
G1U0Q2	H0VJD8	W5PF65	M3WPA3	F6W5W1	E2RQR4	A0A287A1B8	E1BCZ9	Q06647	P61924	Q9NX62
G1TZE2	H0VC30	W5NZV4	M3W3E8	F6VBC1	F1Q2J8	F1SGM1	E1BDQ2	Q5U2Q5	Q925K9	Q8N9T8
G1TPR6	H0V620	W5QHF1	M3WJ10	F6TFE9	F1PHN5	A0A287B8M9	Q2HJ34	D3ZXN7	Q3V1L5	Q9H2X3
G1SK20	A0A286XK65	W5PN87	A0A2I2UKS9	F6XHN8	J9NU45	A0A287AFJ7	G3MW06	F1M9Z9	Q8CBH5	P10745
G1T0X3	H0W5F0	W5Q2G3	A0A2I2UYH7	F7CSW5	F6UVB9	A0A286ZWB2	Q2HJ33	Q5XIC6	Q99K90	O75477
G1SN62	H0VAK6	W5Q524	M3WHP3	F6UZ00	E2R990	A0A287AHR9	E1B925	A0A0G2JWA8	Q6P5D8	Q9NZR1
G1T2T1	A0A286Y5I8	W5PSP7	A0A2I2U3Z9	F6U187	F1P7L6	A0A287A233	Q3ZBH0	Q6AYI1	P62827	Q92974
G1TZJ0	H0VYK4	W5PXT8	A0A2I2U1V0	F6W154	F1PQ47	F1SEC2	Q3ZC64	Q5BK39	Q8BRJ3	Q9NVC3
G1TXL5	H0VDI8	W5PMU7	A0A2I2UXD6	F6ZI44	E2RPT9	F1S0R4	F1MBZ1	F1LW89	Q9CPP6	Q9NY28
G1U3K8	H0VEA9	W5QFB9	A0A2I2UC10	F7D168	F6V9G5	F1SMJ1	E1B777	Q7TT47	Q810B6	O43903
G1SWF7	H0VIX3	W5PWM0	M3WBA0	F6SLU7	J9NWF7	A0A287AJW4	A7YY57	P53790	G3X924	Q96LA6
G1SM76	H0V0J5	W5QBM4	M3W2H7	F7BZN4	F1P7D3	I3LLM7	E1BDE3	A0A1W2Q6P5	Q9CWY3	A0M8Q9
U3KNK5	A0A286XB17	W5P9R8	M3VXL3	F7BGH2	Q6XPZ3	F1SP12	F1MQD9	Q5BJT9	Q80YS6	O75449
G1SGB8	A0A286X809	W5PJW1	A0A2I2UDF1	F6ZYB6	E2RTA4	A0A286ZU37	P21146	F1M077	Q9Z1K7	Q7Z4H7
G1SFR2	H0VHG5	W5PV95	M3W735	F7DKS9	F1PI91	F1SQ91	F1ML32	D3Z8Z6	Q80Y34	Q96IR1
G1SLD6	H0V310	W5Q4A4	M3X9L6	F7AZN3	F1PEE7	A0A286ZJD8	E1BGC3	D3ZJ19	Q8VDW0	Q6P1N9
G1SY30	H0V3J6	W5PA79	M3WSY9	F6Y315	F1PUW6	F1RM25	E1BBL0	Q63570	Q8BK63	Q9NPG2
G1T825	H0VA42	W5QC02	M3WTF2	F6SRX4	J9PAT6	A0A287AQI5	G3X6A9	G3V795	Q9ES34	Q9NY72
G1T6H0	A0A286XV91	W5NWE2	M3WLS9	F6ZHD3	E2QXQ8	A0A287AEH6	F1N580	Q02563	Q76KF0	Q9UK32
G1SPU8	A0A286XPP9	W5PWZ7	A0A2I2UGD3	F6VUG1	F1PV68	F1SJ13	F1MX23	G3V8N6	Q52KE7	Q9UEJ3
G1SXS1	H0VR99	W5PHI5	M3XCS0	F7D4S6	J9NWP2	F2Z4Z3	F1MPP3	F1LM32	E9Q9F9	Q9UP81
G1SHH0	H0VBZ7	W5PUP5	M3WDE6	F6S2S2	F1PPV5	F1ST91	A7MBG3	D3ZKU3	A4Q9F4	P07148
G1SV19	H0V7B0	W5PYF8	M3WHV4	F7CE56	F1PLL1	F1RQM1	F1MWK5	O54783	Q14BV6	Q9Y6D9
G1STH5	A0A286Y1F2	W5QG27	M3W4P8	F7CV90	E2RK30	F1SFZ2	A7Z033	B5DFK1	Q99MH5	P31269
G1SX73	A0A286XTX0	W5P9I3	M3WST8	F7E0M9	J9NS69	A0A287AF60	P61283	F1LR72	Q61908	O43184
G1TE03	A0A286Y0N1	W5PQX9	A0A2I2U1T8	F6V8J9	E2RP16	A0A287AZX1	A5PJU2	A0A0G2K798	Q91VU8	P10909
G1TA93	H0UX70	W5Q8M3	M3WLT5	F7BD32	E2RIU0	F1SFR3	E1BKJ5	D4A981	Q9WUU8	Q6UXS9
G1SJA8	H0UVW5	W5NS39	M3W8R8	F6W4C5	F1Q361	F1RKX2	A6QLH2	F1M918	Q8BKS3	Q8N4Q0
G1U2D9	A0A286Y078	W5QHE7	M3XFR8	F6R499	F1P611	A0A286ZL59	F1MXW5	O35820	P29594	O00499
G1T023	H0VF06	W5PPZ9	M3WKX7	F7E1C6	E2R4E3	F1RXQ6	F1MY37	Q9WV41	Q5RKV8	Q9UIV1
G1TPB7	A0A286XRT9	W5P446	M3WF35	F6WAQ2	F1PXD7	B6V6V3	F1MHG1	Q8CJ99	Q6IMB1	O43237
G1SPZ0	H0UXS9	W5P6H1	M3X1A9	F6U1S0	J9P277	F1S3T4	G3N346	Q5FVR2	P97443	P29083
G1TX94	H0V2P6	W5PV01	A0A2I2U5D1	F6S589	E2RHE6	A0A287AJL9	Q29RN9	D3ZQR7	Q8BZT2	Q96LR9
G1STN8	H0VB35	W5Q5A9	M3WH44	F6XKB4	F1PVT5	A0A287A9D6	G8JKZ1	D4A1N8	Q02284	Q86YV0
G1TBZ1	H0VKP0	W5PRK4	M3X7G0	F6TME6	E2RJX4	F1SMV6	F1MFT4	Q9ET50	Q03265	Q8WYA1
G1SDK8	H0VMM8	W5PUB9	A0A2I2U1U8	F6UCT0	E2RH20	I3LAL7	G3MY14	D3ZY16	P97384	Q96RD6
G1TGZ3	H0VHT6	W5PW01	M3X250	F7BAA0	F1Q029	I3L5D4	F1MUT0	Q66HD2	Q9QWT9	Q8TAQ5
G1TSI3	H0VC24	W5NVV2	M3XEI7	F7AXS6	F1PIN6	A0A287BEV5	G3N157	Q5XII2	P70303	Q6PIK7
G1T5K7	H0VGE1	W5Q568	A0A2I2U5X6	F7DIP3	J9NWM3	F1SJI8	E1BBJ9	D3ZGP6	Q8VDB9	Q9H714
G1SPK1	H0WAE0	W5PAF6	M3W2Q1	F6SXG4	J9P9T7	A0A287B1N2	F1MXQ8	P48973	P01751	Q96Q80
G1U1M3	H0VMT0	W5QDS3	M3WQ86	F6QV70	F1PSC2	A0A287B7V7	A5PJT1	G3V6L8	Q9WVG6	Q8NB90
G1U0L6	A0A286XAY3	W5QAC7	M3XFQ0	F6TUB1	F6X924	F1S1E8	E1BA48	Q5FVM1	E9PX92	Q14146
G1SVA2	H0VE06	W5NTU8	A0A2I2USZ4	B8K2M6	E2R5M1	A0A287B9G2	E1BHX7	F1LZF2	Q9QZS2	Q9NPB8
G1SMJ3	H0WAG7	W5Q9X8	M3W8C7	F6XBN7	F1PR25	I3LFJ6	F1N193	A0A0G2K3M7	P11942	Q9H3C7
G1TDT6	H0VQA5	W5NY56	A0A2I2U142	F6ZNS8	F1PVE4	K7GM40	P42029	G3V6N2	Q9JKK1	Q9UQF2
G1T783	H0VKN3	W5NQU3	M3WVR2	F6SYK7	J9NYQ2	F1SNL4	A5D7K8	D4A7K0	Q8BGQ2	Q9H6R0
G1SNF0	H0VQ51	W5PN29	M3WKY0	F7A396	F6UWI0	I3L7Z3	Q05B69	F1MA44	Q8CGY6	Q8N0W5
G1T6N0	A0A286XXK8	W5P2Q7	M3VY29	F6T592	F1PYX9	A0A286ZR31	E1BGX6	D3ZE17	Q8BNJ6	Q6PKC3
G1SW78	A0A286XTM3	W5PH04	M3W6X7	F6YIH6	E2RA61	P49151	Q2KI94	D4A3W6	Q5XG73	Q13043
G1SSN7	H0V2Z2	W5NS82	M3WME0	F6XU55	E2R9P6	A0A286ZUE0	E1BAX6	P28234	Q80YS9	Q6UXV1
G1SDA2	H0VZ92	W5NZF4	M3W678	F6W9E6	E2RMA3	A0A287AQ59	F1MBM5	O35165	Q7TQI7	Q8IVE3
G1SJB4	A0A286Y2V7	W5P4M0	A0A2I2UB83	F6ZT82	F1PRA5	F1RZR6	F1MV58	G3V7M5	P19246	Q96H86
G1SK32	A0A286X7L6	P50413	M3W1I3	F6UJN2	E2R597	F1RHR9	E1BDS6	D3ZQE8	P14152	O60701
G1T1W4	A0A286XNW8	W5QA58	M3XC78	F6Q2J4	J9P912	F1S811	E1BDG4	M0R4K4	O35739	B2R4U6
G1TE40	A0A286XNJ7	W5PY88	M3XEP1	F7AES0	J9NY35	A0A287B790	Q29438	A0A0G2JUF4	Q9CPQ2	B4DRT3
G1SIE9	H0VH46	W5PR86	M3WIJ5	F7DQ23	F1PEI7	A0A287BEF4	A6QQD5	D3ZG58	A2AHL1	Q6DKI7
G1TBY7	H0UXD6	W5QCY7	M3WT43	F6Q9B0	F6XBW7	A0A287B4V2	G3MWV7	Q8K1M5	D3YUI0	P51955
G1T6Q5	H0VHS5	W5PZZ3	P62953	F6YI92	F1P6K5	F1RXZ9	Q2YDH0	Q5BK48	Q6PF93	Q9Y2Z2
G1T1Q8	A0A286XBY5	W5NPY9	M3WC77	F6TIG6	F1PKP8	I3LS65	Q0VCF5	G3V7V6	Q9JKV7	P16233
G1SIR5	A0A286X9L4	W5QC73	M3X828	F6U528	J9P609	I3L632	E1BI09	Q68FV1	Q14B25	Q9Y572
G1SE18	H0VBN8	W5P6L6	M3WKH1	F6VK99	E2RH17	F1SM99	G3X788	B2RYH9	Q9DBY1	Q02297
G1TZP0	H0VLL0	W5PE06	M3WB17	F6TZX8	F6X725	I3LAS8	G5E505	Q8VBU7	Q91VN6	Q6ZRS2
G1TZV3	A0A286XY31	W5PFZ9	A0A2I2UQU2	F7B7U6	E2RSS5	I3L995	A6QR07	A0A0G2K948	P51660	P47898
G1TJP0	A0A286XT24	W5Q483	A0A2I2UM21	F6V2L8	J9NZ97	I3LLK4	A0JNG0	Q5BK49	Q8K2Q5	Q16595
G1SFK0	H0VKD5	W5Q1D6	M3VZ06	F6PQV0	J9P4H7	A0A287BK67	Q29RQ9	F7ES04	Q9D7J6	Q15797
G1SVB0	H0UW86	W5Q675	A0A2I2URL0	F6U3P3	E2QWF1	I3LJ87	O18789	A0A0G2K6L6	D3Z1S8	Q13751
G1SZ82	A0A286XB84	W5PQZ0	M3VZI2	F7BMG7	E2RDX6	F1SE72	P63214	Q9JJ46	P16297	Q15185
G1SHR8	A0A286XPZ4	W5P2Q8	M3X3Z8	F6UR14	J9P6N4	Q9N0F1	O02691	P11980	P26369	Q15849
B7NZC4	A0A286XD97	W5PDQ4	A0A2I2UYQ1	F6S0T2	J9P3U6	K7GS39	E1BFW1	F1LSM8	Q5DTT3	Q96LT9
G1TGK3	H0VCX1	W5PJ73	M3WTG1	F6YGI2	E2RQS9	A0A287BQ72	A0JN43	Q66H79	Q7TPY9	O95433
G1T4J2	H0UX04	W5PLS0	M3XDG4	F7B5V4	F1PC21	A0A287A9A9	F1MFU2	P25110	Q3U436	Q8WUM4
G1SKY0	H0UUB6	W5NUP4	M3VX65	F7DYW9	F1PPU6	F1S812	E1BDG2	A0A0G2JYJ8	Q99KP3	P61077
G1TE34	H0V9Q9	W5QCH9	B0LSW3	F6PWL9	J9P872	Q07717	Q3T0X5	Q8R431	Q3UG20	Q96H21
G1SCT5	H0VEG1	W5PNP7	M3WFZ7	F6SH92	E2QWY5	F1RJC5	F1MPK4	D3ZV60	Q78JE5	Q14324
G1T4B5	H0V7Y8	W5NT64	A0A2I2U5J8	F6U1R0	F6UWC1	A0A287BEQ6	Q2YDC9	D3ZUN1	Q3U410	P50895
G1STZ6	A0A286XMN2	W5PMV3	M3XBN7	F7DUB1	F1PW95	F1SQ24	F1N156	B2GUW1	P97766	P23760
G1TUA3	H0UXL0	W5NRQ7	M3W0G9	F6T643	U3JA26	F1SQH5	Q0VCK9	D3ZEU8	Q6NXL1	Q9P1Y6
G1SFD7	A0A286XI17	W5PA40	M3WPT9	F7BXN2	E2RBY4	F1RLY9	G1K1X9	A0A0G2JSJ6	Q921Z5	P25024
G1U100	A0A286Y3H2	W5Q0T2	M3WJM1	F6S942	E2R800	F1SDI9	F1MZ08	M0R5T3	Q1A3B0	O75603
G1SMI4	H0VJR9	W5QFM0	M3WJ45	F7CYB5	J9NVE8	I3L808	Q2KIX1	F1LU70	A2AJB1	P62857
G1TK12	H0VE46	W5NXA2	M3XB03	F7CNK7	E2RE76	K7GLM8	F1MX94	G3V7L4	P86049	P40189
G1T726	H0VG93	W5PKS6	M3XFL4	F6XPD6	F1PRG4	A5GFU7	F1MGF2	F1LYQ8	Q921T2	P47869
G1SVE0	A0A286XXJ8	W5Q4U7	M3X7M4	F7CX00	E2RSW1	F1SQA5	Q32PB3	D4A7K5	B1AT59	Q9NXA8
G1SVM5	H0UV55	W5PY96	A0A2I2V1X5	F6SNU4	F1P714	F1SLU9	F1MU41	D3ZZR6	A0A1N9NPH8	Q9BS83
G1SYN2	A0A286Y3G3	W5NZ98	A0A2I2V4D9	F6VM23	F1PRS5	A0A287AME0	Q95KV7	A0A0G2K4G0	Q9ES97	Q5Y7A7
G1T8R1	A0A286Y5U0	W5PU23	M3VWK0	F6RH17	F1PVL7	I3L703	Q08E20	Q5GFD9	Q8VIJ8	Q9H306
G1SSU9	A0A286XF41	W5PIT3	M3W9U7	F6SNH3	E2RR46	F1RFJ0	E1BC01	D3ZEY9	Q9QZC1	Q92970
G1SRF9	H0VAZ7	W5NSI3	M3WV34	F6TTQ0	E2R1G1	A1XQU1	Q2T9Y0	O35263	P55041	P49918
G1SD58	A0A286XRG1	W5PR73	M3WYF3	F6QMZ5	F1PL13	F2Z5S7	K7DXW3	E9PSV5	Q78HU3	Q15654
G1SRF7	A0A286Y457	W5PNW7	M3WBJ5	F7AF11	F1Q1X9	A0A287BF19	P67774	E9PTS4	Q9WVA3	Q96GW9
G1U1B4	A0A286XEM0	W5Q364	A0A2I2U700	F6S0U9	F1PSK1	A0A287BSY0	F1N1H1	F1LM87	Q9WUV2	Q8TB52
G1TRJ9	H0V737	W5QCN7	M3W5G3	F7C309	F1PUH4	F1RGT2	F1N3H5	Q5BJP1	P22725	O43290
G1SF02	A0A286XIC6	W5PQL7	M3W8D3	F7BY67	J9NRP8	A0A287A547	Q5E9B7	G3V9T7	Q9QZ06	Q5VIR6
