IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
J9NSE8	F1MVD0	Q9QZM5	A0A286YDR3	Q3MIR4
F1PRR6	P79132	A0A0G2JSQ0	E9Q2H1	Q8TBZ6
J9NU10	Q3SYV6	D3ZN95	Q8VDJ3	O14802
J9P8S5	F1MZ46	Q5U2U2	A0A0N4SV23	P55316
E2RA10	A1A4J1	Q924U0	Q99KG3	Q13491
F1Q180	Q0VCP5	A0A0G2JSW0	P48962	Q9HCY8
J9NS65	F1MG59	B5DEZ6	Q91X60	Q9NSP4
E2R7K2	E1BJI1	Q5FVM4	Q8BWG8	Q9HAU0
E2RB38	P12234	B0BN63	Q9CQR2	Q96PT4
F6XQ10	G5E5A1	Q4KM87	P62874	Q6UX06
E2R4L0	E1B8L7	Q03114	Q5SV80	P53007
E2RJQ8	Q3T108	C7E1V2	E9PWY2	P51512
J9PAU5	P21793	G3V9X3	Q9EQC7	Q9H668
E2RCE3	E1BGE2	M0R8E8	Q9DCU6	P51608
E2RIC4	E1BPX9	Q68FS2	Q8VHK9	P58012
E2RCL4	E1BNA1	P04636	P27546	Q96D30
E2RIX2	F1N6D5	Q7TPB1	O08810	P60900
F1PQ29	F1MM83	Q6TMG5	Q61767	Q4KMR5
F1PNE0	A0A140T8C8	A0A0G2K1V2	P70661	Q8N461
E2REL8	P52173	D3ZTG3	Q9D211	Q13258
A0A140T8E0	E1BNZ6	A0A0G2K5E4	A0A0R4J0L6	Q8N1A0
F6Y140	F1MCA8	B4F7C2	P05532	Q9P1Q0
E2RMN6	F1MPB2	Q04462	Q9EPL8	Q9Y4D8
E2RFM0	Q1RMH5	M0R976	Q8R4P5	Q8N6R0
J9NUI0	Q2HJ23	P62907	Q3U133	Q96G91
E2QYZ9	Q2HJE4	P04182	Q99JY9	O94979
E2R5T9	Q3MHM5	P61314	Q8BFR5	Q9GZZ8
F1PSC8	Q32L22	B1WC25	Q7TMM9	P38919
F1P716	F1N5S6	P41542	Q60778	P06870
F1PSB7	Q2KIA5	F7FG31	P62911	P00338
F1P630	A7Z061	A0A0G2K7M2	Q9ESX5	Q5IJ48
F1PKR6	Q08E38	M3ZCQ2	P51881	O60603
F1PDU2	G5E5H0	D3ZEI0	E9QMJ8	P42357
F1P666	A0A140T866	Q3MHS9	P84104	B7Z5V2
F1PCD0	Q1JQE0	P35739	P29533	Q5BIV9
E2QRT4	E1B721	A0A0G2K9Q0	Q8VHR0	Q9HA82
E2RGY0	A0JN74	Q5XIF0	O35491	Q8IV36
J9P2W1	G3N3C9	D4A604	Q8K0D0	Q3V5L5
J9NWL3	E1BBS1	P20070	Q6PEV3	Q717R9
F1PWW7	Q3ZC15	G3V6M2	Q91XE9	O43825
P05124	E1BHU1	D3ZLW4	Q8VHX6	Q8TED0
E2RPX3	Q17QC2	D3ZCM3	Q8R4C2	Q5BKY9
E2REG7	Q148J6	O35244	Q923F1	Q9P086
E2RSI6	F1MFD1	A0A0G2K0E0	P97311	Q9NQ89
F6UY30	E1BAD4	P54313	Q68FH0	Q06265
J9NZD6	F1MNJ3	F1M8F6	E9QAE1	Q8N1N5
F1PMR9	F1MQI4	G3V6Y3	Q923B3	Q7Z4H7
Q8MKI5	F1N0W7	A0A0G2K2V2	P97496	Q6QEF8
J9NWB0	Q2KJ46	A0A140TA98	P80313	Q96H21
Q68CI2	F1MEN5	D4AAE6	V9GX81	Q6ZP16
F2Z4P9	F1MY97	Q5XHZ0	E9QNX9	Q99941
F1PYI2	A5PJS5	P05370	P70270	Q01151
J9PAX0	F1MYG5	A0A0G2JT93	Q99JX7	Q8IXS2
F1PGD7	Q2NL22	Q9QZC5	Q04736	O60271
E2RH75	F1MQ18	F1LM93	P16872	P16333
J9NVJ3	Q9XSI3	Q4V8K4	E9PV60	Q5VWT5
E2R7Q9	F1MPK6	D3ZSA9	Q8K4C9	Q9UL80
E2RQ42	A7MB14	D4A206	Q9Z1N5	Q86YL1
P12278	F1N5I4	F1LVK3	A0A0R4J084	Q9NX53
J9P4K1	F1MTL6	D4A3N4	Q8R2U4	O00408
F1PPA2	G3X7C3	M0R4S3	Q99LB7	Q9Y5V0
E2QY37	Q5E9T5	D3ZM09	P03903	Q9NXC5
F1PWW2	G3X6R6	Q8K5E0	Q8CGF1	O95411
E2RJ53	P32007	F1LT10	Q3UPL0	Q96GF1
F6PME1	E1BIG2	A0A096UWG1	Q8R3L8	Q8TF40
F1Q3W0	G5E5N3	A0A0G2K4Y2	P62702	Q8NE18
E2QV06	Q0VC58	D4A7G2	A0A1D5RM38	Q6QNY0
E2RPQ0	F1N0W0	F1LRL9	Q9DCA5	Q8N138
E2R984	F1MMX8	D3ZAB1	Q6P8H8	Q6QHF9
F1P6L5	A6QLG6	A0A0G2K2B4	Q60838	A0A0S2Z6P0
F1P7L6	Q2TA25	A9CMB8	G3X956	Q6UWX4
E2QZR7	G5E5S2	A0A0G2JVH5	Q80U78	Q9NWQ9
J9NV05	F1MRF7	Q9Z118	Q3UYV9	O60307
F1PBG5	B0JYL0	B2GV38	A2A5Z6	P20138
J9P148	F1MM88	G3V8C9	Q9D0F6	Q8WXA2
A8C750	A8E658	D3ZIF1	B1ATC3	Q14242
J9NUP0	F1MPH9	D3ZFT1	Q9CU62	Q8TDI8
F1PYL5	Q29RS9	Q09167	P70318	Q86VF5
E2RP23	Q9GJW7	D4Q8I2	P62137	Q6X9E4
F1PDP2	Q5E9S2	P08644	Q99K90	Q8N2I9
J9NW79	E1BDU8	Q3T1K5	Q7TPR4	P60409
E2RRC2	Q5BIS9	M0RDG2	A0A0R4J117	P51685
E2R3E1	A3KN07	F1M842	Q61062	Q9UK32
J9NXB2	Q2KI99	D3ZGS3	Q78ZM0	P35749
F1Q3H1	A5D984	F1LRV4	P38647	P68366
F1PCG5	F1N0J0	D3ZTL0	Q9CQF3	Q6B8I1
J9NXV2	A5D7G1	R9PXU6	P13405	P48651
E2R943	A0A140T828	B2RYS2	Q9JKN6	Q8WUE5
E2QYW2	A1XG22	Q8VBU7	P23804	P35226
E2RQ19	E1BJZ9	E9PTJ3	Q7TN08	Q8N205
J9P3Z7	O46629	E9PTI6	Q9D0I9	Q9NP97
F1PNU3	Q8SQG8	P59035	O35367	O76011
A0M8V0	E1BK34	O08623	P18762	O95793
E2R498	F1MBM9	D3ZTK5	Q60972	Q7L622
F6X520	Q8WNW7	Q66HL7	E9QK89	Q6IV72
P61007	Q3ZBU7	B2GV01	P62334	P68543
F1P6L4	E1BP91	D3ZAR2	Q8C0D7	Q9BV40
J9NS71	F1MG82	Q792I0	Q6PFY9	P10276
E2QW13	A0JNA6	D4A548	Q8BSU2	Q96DZ1
F6Y591	Q08DL0	G3V7Z8	Q9CPU7	Q9NYL4
F1P8U8	F1MDX9	R9PXV5	F8VQ72	O15294
E2RBU1	Q1RMR3	Q8CGX0	Q8K2B3	Q14157
J9P326	E1BQ37	F2Z3Q8	P18760	Q9BWE0
F1PTL1	A3KMV2	Q56AP7	Q9JKX4	Q3KQZ1
E2QUJ4	F1MI47	A0A0G2K5G8	Q6ZQ58	P62262
E2QUH9	Q32LN5	P35286	P33242	Q9NS98
F1PVV5	G3N295	D3ZYT2	Q9QYI3	Q9NPI6
E2R2N2	P61287	Q01714	O70435	P34897
F1PAV5	Q2KIS2	G3V6P6	O88898	Q16236
E2RDR8	E1BIK4	D3ZDK7	Q8BH83	B4DSH1
F6X637	A7MB16	P12785	P99027	Q99541
F6XYA1	E1B9D0	F1M5G8	B2RRD7	Q8WXH0
E2R3L1	P68103	Q5BK75	Q5FW85	Q96K75
E2QVP7	P25285	D3ZHV7	Q7TPZ8	Q9UBG7
F6V5G7	F1MNG3	P11345	Q8VI36	P51858
F6V776	F1MYR0	Q6JE36	Q9WTK5	Q9UL15
F1PYB7	G3N341	G3V6N8	Q9Z1K6	Q96GA3
A0A0A0MPC7	F1N5C8	D3Z9K2	B1ASL3	Q96GX9
E2RQ08	Q3T0I4	F7F9U6	Q3U741	P22413
F1Q3W1	E1BL77	Q99MI4	Q810J1	Q9P232
F1Q2U8	E1BN47	P14270	Q62523	A8K8V0
E2RQR0	A6QP83	B1WC34	Q9DC23	Q16527
J9PAJ5	E1BM96	D4A4U3	Q8K2J7	Q86WR6
F1PX75	E1BF59	Q66HR2	P08249	Q86TW2
E2R0D6	A0JNC9	B0BNL2	P70371	Q9NRI5
F6UTY3	Q5E9A4	G3V968	O88700	P10606
J9NXR6	F1MH31	D3ZAS8	Q61466	O96028
E2R0K5	E1BPS3	F2Z3S9	A2AH22	Q8IV03
F1PA25	E1BCT7	F1M3F2	Q9D3D9	Q9UQP3
F1PEK4	Q2KJD9	Q63862	P22561	Q6KF10
E2RNQ8	Q2HJ33	Q68FW9	Q8VDP4	Q8IW52
J9P9X7	E1BBY7	A0A0H2UHS7	Q7TQI3	Q86T13
F1PHS5	E1BJA2	A1A5S1	P62827	P49588
E2RSU3	Q32PD5	Q2EJA0	P07356	Q9BUB7
E2QUS0	E1BMW9	A0A0G2JTD1	Q3TIX6	P31146
E2RA48	E1BAK6	A0A0G2JSL4	Q99L45	Q9BXJ9
E2QYD9	E1BGG4	P51579	Q3U4H6	Q6NSX1
E2RM09	F1MSX5	A0A0G2JTT2	P26039	Q6PNN2
E2QUD7	Q5EAB0	D3ZU96	Q06194	P57721
E2R2C3	F1MUQ6	A0A0G2KB42	Q62074	Q9H159
E2QXD1	F1MTX7	D3ZQL0	Q9CW03	Q9Y5I3
F1P8X2	E1BPP7	A0A0G2K8P3	P62821	O95229
E2RLN2	A7YWC6	A0A0G2JWX4	P17156	Q9NZI2
F1PKI0	G3N3N1	Q62689	P09103	Q9UQE7
E2R4X9	F1MPG7	Q68FR6	P14211	O95760
E2RTJ4	F1MYG0	A0A0G2K427	P86048	P35712
F1PVJ7	F1MUZ3	D3ZV15	Q91YU6	Q8NDD1
J9P5B5	E1B7Z6	G3V7H9	P70236	P21291
F6UV28	F1MZ00	G3V7U4	A0A1B0GSR7	P52594
F1PGM0	E1B7V9	E9PTG1	P08551	P54819
E2R1W5	Q3T0Y5	F1LMA4	O35492	Q8IV54
E2R9F5	F1MCT8	G3V8H5	Q61084	Q5JVS0
E2REH1	Q863H2	O55157	Q8BMF6	O15551
F1PN09	Q58DG5	D4A8F2	P05132	Q5W7F8
F1PYA6	G3N0V2	P62859	Q9JIF7	Q6P1L8
F1P9S0	G3X7S7	D3ZRI9	O35732	Q7RTU3
E2RQU5	Q148E5	P23593	Q91WP8	Q9UKX5
E2RLS6	Q24K01	Q1KQ07	E9Q612	Q8N349
E2QZ71	Q28034	A0A0G2K0M5	Q9DBD5	P23327
F6UNG9	A6QQK2	D4A0F5	Q8CJF9	Q6IBW4
J9NSL7	A6QQV3	Q75PQ8	Q9D952	P78324
F1PGI5	F1MMJ6	D3ZZ10	Q3TXX4	A0A0S2Z5E1
J9P835	Q2KI26	P25109	Q91XT4	Q9UHQ1
J9P7H4	Q3T083	Q5U2Y3	Q8C2K5	Q8NFT6
F1PXT7	F1MX06	B5DF55	Q4VC33	P33076
F6XXN3	Q5E9Q7	D4A0I8	Q8R5L3	Q86SF2
F1PLF9	F1MFJ6	Q4Z8P1	Q6URW6	Q9H299
E2QUY0	Q3SWY7	A0A0G2K5E7	Q9CQ73	Q9NWX5
J9NS02	F1MFW1	B0BNI6	Q8BQJ6	Q969V4
F1PZE7	Q08DS3	D3ZLC4	Q80SY6	Q0D2H9
E2QTB7	Q3MHJ9	A0A0G2JTF5	Q921F2	Q8N0Z2
F1PDC6	P02470	Q63002	D3Z7X0	P18428
E2RK70	F1N7B5	Q71UE8	Q8R3R8	Q8N1F1
J9P872	A2VDV5	Q9Z2A6	Q9WTP2	Q9NPA3
E2QUS7	Q08DX5	Q63014	Q6A078	Q9H4E7
J9NZL7	E1B7G4	D3ZB52	Q8BQM8	Q96GE4
F1PY38	A0A0A0MP87	Q9Z2H4	Q0VEJ0	Q86Y56
E2RNY1	E1BI26	F1LRT9	Q9CY58	Q04828
E2RJW7	F1MDC1	Q10758	Q9ER67	P30837
F1PBX6	F1N747	D4ADT9	P70335	Q7Z419
E2RB82	Q76I82	P62703	Q8BP00	P10301
F2Z4N6	A6H767	B2GV99	Q9Z1A1	Q14103
J9P8E9	E1BJ64	O08769	P23242	Q06055
F1PJA5	Q27994	Q9EQX9	Q91WA3	Q12873
E2RPV2	F1MBD5	A0A0G2JTX2	Q8C796	Q9BQS2
E2REK5	F1N1A8	A0A140TAA8	A0A1B0GT67	Q9NWK9
F1PSC2	F1MYC9	Q5XI32	Q8BMS1	Q9UHE8
F1PM01	A4FV97	D4A720	P68372	O43283
F6V5M4	A6QNL5	F1MAA5	Q9QYJ3	Q92831
F1PJ89	Q5W1C4	A0A0G2JSI7	P62262	Q05DH1
F1P694	F1N4E4	M0R5N9	P55144	Q9Y5L4
F1P6M9	Q3B7M6	D4A5N1	O88907	Q8WWN9
F1PQC4	F1MI27	B5DFI5	P61514	P51149
E2QXC0	F1MZE2	F1M111	Q6P5H2	Q8WXA8
E2QVF3	F1MCH0	D4A3X8	P16951	Q8TF66
J9P556	Q3SZA6	D3ZHV1	A2AUK5	Q9NZ01
F6XCG9	G5E5Q0	F1M610	Q7TS72	P50458
F1PT92	Q29RK4	Q5PPI5	Q9Z0Z3	O43593
F1P6C1	Q0IIE2	D3ZK34	Q8BML9	P17948
F1PKX5	A6H7J3	A0A0G2K747	Q8BHD7	Q99729
F1PWT6	F1MAT8	Q6QLM7	Q9R1V4	Q6BCY4
J9P3A3	F1MD46	P83888	Q9ESV0	Q6NW34
F1P895	E1B7W1	F7FF45	P63276	P18858
E2RNT2	F1MFI2	B1WC12	Q9JLI3	Q13753
E2R1K2	F1MEW7	Q5I0H9	P48760	P51460
F1Q2Q9	P21782	F1M5R1	F6SKQ8	Q92673
E2R3K9	F1MVI0	F1LRL4	P28658	A4QPB2
E2R3H9	Q3ZCA2	D4A1B9	Q543V3	Q14190
F1Q067	P43249	D3ZAN3	Q6NZJ6	Q9NZK5
E2RQ87	F1MCZ7	Q63396	Q9D358	Q9HBJ7
F2Z4P2	Q863B3	Q5XFX0	E9Q557	P35900
F6X6H3	Q0IIG5	A0JPJ7	Q5SF07	Q5HYJ3
J9P0J0	F1MN35	A0A1B0GWU1	Q80TM6	Q99504
H9GW61	Q05JF3	Q4FZS5	Q7TNI2	Q86VS3
F1PIN8	F1MKB5	M0R9D3	O70422	Q49AR2
E2R1J7	P68399	P29315	P08884	Q9BYR0
E2RJA8	A5D9B4	Q4FZY2	Q922Y1	Q6P3W7
E2RJQ5	Q3T0G3	P32551	D3Z1S8	Q8WUS8
F1P751	E1BN15	Q6PDV1	Q8CGM1	O14511
F1P788	P53619	F7FA48	O88543	Q92685
F1PF02	P04973	A4L691	A0A087WQ16	P61163
F1PHA4	P34979	D3ZRG0	P51125	Q00341
F1PXZ9	F1MIB2	M0RDJ3	P63154	Q9UL59
E2RFI6	P68002	G3V8G2	P03995	Q9NZC3
E2R2H9	F1N093	F1LWL5	Q99N87	Q9P0N5
F1PUM6	P79244	Q5U208	Q9CPW4	O43866
E2R9A2	G5E630	Q91V33	Q62447	Q6NXT4
F1PU62	E1BMH1	D3ZV99	Q9Z2E4	P40261
F1P9D5	Q3SWX9	R9PXX6	Q5SWD9	P31431
E2QWH7	Q0VCC5	D4A9L9	Q8BY87	P59768
E2RCD7	F1MMH3	A0A0G2K2N0	A2AN08	O60513
E2QS13	P68102	Q6P799	Q9D0R4	Q9H0V9
F1PSU6	F1N757	Q56R20	Q9CPR5	Q09MP3
J9P4F3	F1MV51	P60517	P35762	P08174
F1PD01	G5E6P3	P35426	Q6PDI5	P62318
F1Q402	E1BFD5	G3V6P2	P81270	P07919
E2QZK8	F1MWS5	D3ZX13	Q9ESK4	P00451
F1PSC1	Q9XSJ0	B5DFC3	P30285	Q5W0B1
E2R436	F1MH34	P31016	B2RUG9	Q5XKE5
F1PTW2	F1MJI0	P68403	Q8K0P6	Q01064
F1Q003	Q58D31	P50398	Q91YM4	Q96DF8
E2R019	P32236	D4A509	P20352	Q9H1J7
J9P2S0	F1MP97	A0A0G2JWM9	Q7TSQ8	Q96AP4
E2R7T4	Q3MIC0	F1M062	P61161	Q9Y2K6
F1P7V6	Q3SZN2	A0A0G2JU83	Q91W50	Q96T25
F1PV77	F1MW47	A0A140UHW9	Q9ERE8	Q6GTS8
E2RHC6	Q08DN4	A0A0A0MY07	Q3TWW8	P15086
E2RLQ0	G3MZK0	P18280	Q8BYM1	P05154
J9NVD6	Q0P5D8	D3Z9A5	Q3LHH8	B3KWQ7
F1P659	F1N535	A0A0G2JVK0	Q5IRJ6	Q16221
E2RPY9	Q3T0P6	Q6AYS2	Q6ZQH8	Q9UKX2
E2R1V1	Q3MHF2	G3V7M0	Q9Z1R2	Q15233
E2RJ75	F1MY91	D3ZLS6	E9QAU8	Q5T619
E2REI7	G3MY83	F1LT12	Q8VCL5	Q9BZM4
E2RPG1	E1BEI6	Q8CGU6	Q99N57	P13984
F1PVV3	A5PK58	D3ZT51	Q8R326	Q96PX6
E2R430	A4IFM6	M0R469	Q62520	Q6ZS30
F1PHQ7	A5D788	Q5U2N4	Q91ZU1	Q9Y2J8
E2QZX4	G3MXK4	Q6P7B0	Q8R0F6	Q9BVA0
J9P7F9	A8QQF2	A0A0G2K950	Q8CIA9	Q8TEF1
E2QUM5	E1BMM0	D4A0U9	Q8BKC5	Q8WW38
E2QYB5	E1BBC4	Q9JK11	Q3THE2	Q05CH4
J9P2U2	F1MWU6	P00763	Q9JHK0	Q8NE00
J9NZW1	G3X6L1	D4A1C2	Q9JHI8	Q8NEB7
E2RJ61	F1MGS0	P35280	Q8R0B5	Q02747
F1PLV3	Q2EF45	Q91Y79	Q8BH51	Q8TD07
J9P0G2	F1MXY9	P62997	Q99PU8	Q8TAC2
F1PWU8	Q2KJH7	F1LNK0	Q8R010	P00995
F6XAE9	A6QPH1	Q6AYK8	Q99MD9	O43189
E2RG83	A6QP28	Q5U2U7	Q99KQ4	Q8IYX7
J9NWU0	E1BFB3	D4A1X2	Q9DBE9	Q56P03
F1PFY2	Q3ZBD7	F1LMV8	P17751	O15446
F1PRD1	A2VDM7	F1M4J0	Q07076	Q96RT8
J9NTQ2	G3X6U5	D3ZN99	P70186	P24530
E2RDN2	G3X6L8	P12389	Q62413	O43364
F1PLM8	A5PJT1	Q5XIC2	Q8BL66	F8W8Y7
F1PWN2	E1BA60	P97947	Q64522	Q9UPM6
E2RQ22	A6H7E6	Q5RKH6	Q9D2H5	Q12901
J9P3W1	P84227	D3ZXD2	Q8CIX8	Q7Z5A4
J9PB19	E1BJ13	P25113	Q8R2M5	Q86UY6
F1PYR0	Q29RZ2	Q4QRB0	G5E8J3	Q9UHY1
J9P0C2	P19120	P34058	B2RWS6	Q9H4L7
F1PJL8	F1MI99	D4A3U7	Q99LG0	Q96RL6
E2RQ31	Q10741	P61150	O35047	P98155
F1P861	F1MIU2	Q8CGZ2	O35593	P38646
F1PQK8	Q08DJ1	Q5U2W9	Q6NS86	Q9UPI3
E2R2M7	F1MUI8	A0A0G2K9M4	P05214	Q8WV28
F1PT90	E1B7K0	Q8VHW9	O08614	Q7Z3Q1
B1H0W0	A7MAZ5	Q4FZY0	Q921U8	Q86VV4
E2RAP9	G3N143	O08873	O09126	Q8NEG4
E2RHL0	A0A140T846	Q63584	G3UVU2	P50454
E2RKB8	A6QQ10	Q5XIE6	Q924A0	Q9UJH8
F5CBP3	E1BJE5	D3ZMX0	Q8BK06	P63103
E2QYL0	F1MN74	P15865	Q3U7K7	Q63ZY3
D0VWQ3	A5D7D9	B2GUZ0	Q8VDN2	P25325
J9JHW5	F1N6M9	D4ABM5	Q8CD76	Q9UKA9
J9NV50	B9UM28	D3ZWE1	E9QPS7	Q8IYN0
F1PVV6	E1BDH1	D4A7C3	Q8R1F5	Q8IZU9
E2QVW0	Q58D20	D4A3W8	Q9JMC8	Q8IYD2
F1PHT0	E1BFI4	P81155	P61255	Q9BZR9
E2R0B7	Q2TBX1	D4ABE5	Q3TVI8	P11047
J9P425	F1N2B6	D4A6J0	P19091	Q7RTV5
E2R2M6	E1BG94	A0A0G2K2P5	A0A0N4SV67	Q6IN51
E2RCF4	F1MNN4	P09217	Q08297	P09525
E2RBV0	E1BHS9	Q64350	E9QM73	Q53FV1
G1K297	F1MLB2	D3ZGQ8	P48964	P48052
E2QSJ1	A0JNC8	G3V8D0	Q9D8U6	Q9HAD4
F1PFG6	Q1JQB2	D3ZUY8	Q91WJ8	Q96GU1
E2QU53	G3N0R1	P68136	Q60864	Q9UBV2
E2RMJ3	F1MVR5	A0A0G2K884	A0A0U1RNG7	Q14749
E2QYU6	E1BMS0	A1L1J7	Q9D4M9	C3PTT6
F1Q1R5	A4IFM7	P61227	P97863	Q15828
F1PR95	A0JNE9	Q66HC5	Q61699	Q9BUA3
E2QWR8	F6QFZ1	D3ZV49	P29477	Q9Y242
J9NWV6	Q9MZ13	F7ERL4	Q9JMA1	Q96C28
F1P737	Q2KJ44	G3V7N4	A0A0N4SUH4	Q9NXH9
E2R8R8	G5E5D1	P68370	Q8BVQ9	Q8NE01
E2QUU2	Q0VCS9	Q29TV8	P12658	Q13051
F1PA18	F1MSJ1	Q8R5I7	Q8CDE2	Q8IY84
F1PY04	F1MDC7	D3ZA72	Q925K7	Q9UEU5
E2R699	E1BAZ1	Q5XFV6	Q8CJ91	Q8IVB5
E2R2S9	P05126	Q6Y1S1	Q9QY66	Q14542
F1PXC1	Q5E9A0	P57097	Q08423	Q86YR5
E2R771	F1N0K9	D3ZWS0	Q00899	Q8NEQ6
E2QWE3	Q29RK2	D4A3E8	Q9D706	V9HW53
E2RNY2	E1BI46	D3ZUJ8	Q9CRB8	Q5VZY2
F1Q4H9	A4FUY3	A0A0G2JX76	H3BJQ9	Q15257
F1PJS6	A6QQC3	O35761	Q6P3B2	Q6ZNC8
F1PVE1	F1N3G1	Q6MG06	P33175	Q9UF83
E2QTQ1	Q148H9	P20607	Q3UM45	P04818
F1PCE5	F1N098	Q62747	B7FAT8	P49326
F1PNC9	E1BML0	A0A140TAA1	Q8JZM7	O14718
E2RMQ0	F1MSF6	P05432	P49117	Q5VYS8
J9NV82	A6QQ24	D3ZDR7	Q9D2P8	Q9HD36
E2RG86	Q07130	A0A0G2JSS1	Q922U1	Q9Y6E2
F1PP37	P03968	D3ZR64	A0A0B4J1F4	P55345
E2R7P6	E1BD02	Q07266	P09405	P61956
E2RS26	F1MTK0	O54968	Q8VE19	Q00722
E2RDH7	E1B8L8	D4AAV6	Q61491	Q6ZWJ1
E2RHJ7	F1MI56	A0A0G2K1M2	Q60596	P15954
F1Q431	F1MV58	Q63257	Q8R4H9	Q96KR4
E2R3L3	Q1LZC3	Q5U2Y6	Q8VD75	P69849
Q38HS3	F1MK52	Q68FX5	Q8BVM9	A8MUK1
E2R0G3	E1BDM8	F7EUU4	P49312	P46108
E2RRA1	P62833	E9PTG5	Q6NV99	Q13748
J9NTP6	E1B9T6	M0R8G5	A2AQ92	Q8IYJ0
E2RIE0	Q2KIR4	P62255	Q9WUU9	Q96KC8
F6UPP1	F6Q2H9	F7ETL6	Q3U8C4	Q6B0I6
E2QVB8	A7YY63	F1LXC7	Q8BJA2	Q01524
F1PUL6	A6QPK5	Q5M939	Q9D0F1	Q9UEY8
J9PA79	F1MM99	B2RYH5	P35486	Q9GZY0
F1PER6	F1MBM1	D4A4E8	Q05AA6	Q7Z736
J9P5T5	F1MZT7	Q6P736	P27773	Q99700
J9NT60	E1BBB9	P12939	E9PUN6	O60240
F1PP21	E1BCQ0	D4A2V8	Q8BFQ9	Q49MI3
E2R149	P04272	D4AE49	Q9ERK4	P05413
F1PV16	E1BFH7	D4A5S9	Q80V76	Q2NLD4
E2QT97	F1MZ14	A0A0G2K9N3	Q9JKL4	P52744
F1PCG4	E1BPM5	D3ZQE8	P32304	Q86UK0
E2RCT6	F1MWY9	P62268	Q0VBL3	O95639
Q5TJE6	Q1LZ81	D4A9J4	Q9D0I8	Q8IUX4
A1DZY5	P79126	P06349	B2RY56	P55795
F1PZ44	E1BBN3	P20156	Q3UU41	Q969G2
E2RS22	F1MFH0	D3ZXQ5	Q8VDV8	P78411
E2RAX6	F6QDP6	A0JPP6	Q9D291	Q9NYY1
F1PSR3	F1MBQ0	Q5BJT0	Q920Q6	Q9ULQ1
F2Z4N5	F1MWQ3	Q6P7A7	P51150	Q9P2T1
E2RJN6	A7Z075	Q920J3	Q8VDU0	Q9NX38
J9P8U8	E1BBG2	G3V8U8	A0A0R4J267	Q9H2X0
E2R429	F1MM90	D4A1V8	Q6PAL0	Q8IVL5
F6UVQ8	A4IFM4	D3Z953	P14438	Q8NAN2
J9P8C9	Q4GZT3	Q920M9	Q8BH60	P10109
E2QZW9	F1N0A2	A0A0G2K6G9	O08553	Q8IUC8
J9P0W7	E1BHG8	Q8R413	P56379	Q9NRJ4
F1PGD5	F1MC54	A1L122	Q9D844	Q9NQX7
F1PAI1	G5E601	O55096	P61021	Q6B0K9
E2RKS9	P80177	P35233	P54116	B1AVT0
E2QXB5	Q58DM8	P85515	Q9CY27	Q9NX95
J9P8K2	A5D7V3	D3Z8A1	Q91XX2	Q9NRS4
F1P6Z2	E1BNN9	M0R7R7	Q8BMT4	Q9Y221
F2Z4N7	Q2HJ49	F1LTR1	Q5BKP2	Q6NW29
E2R0B6	A1L5A6	Q9WVJ6	Q69ZA1	P60896
F1PMH9	E1BN63	F1M1E4	Q60520	O43683
E2RLV6	E1BKJ0	O35353	O09043	Q86YC2
F6UYL9	A2VDU2	M0RC65	Q9WTU6	Q86XK3
E2R242	E1BB21	B1WBN0	Q3UJB9	Q15465
F1P8F5	P81127	D3ZM60	Q9R0S3	A1L429
F1PBL3	F1MFC2	A0A0H2UHW5	Q9DCD2	Q8TC57
J9NTA2	A4IFB8	Q5BK32	Q61550	P60369
J9NXC6	A6QQL9	F1LV21	E9Q1G8	P55064
F1PQC1	G3X6W8	Q6I7R5	Q8BGY2	O60688
F6Y4G8	F1MTF0	M0R7W8	Q6GU14	Q96RU3
F1PV83	Q2LL38	Q3B7V0	Q9WTL4	O15391
J9P7Y3	G3X793	D3ZY42	Q9CXK8	Q86U90
F1PPR0	G3MXY7	F1M1X9	Q91YD9	P41271
J9P2Y0	F1N169	F1LNF1	O88522	O75366
E2R4T4	E1BKL9	M0R8P6	Q923S9	A6NI79
E2RD88	F1MLH9	Q6AYT8	Q3V188	Q13065
J9P5Z1	G3MXN4	Q5PPG8	Q8BW72	O75899
G1K2D7	G3N1T1	Q499R6	Q9CR96	P18283
E2R4N7	F1N0I9	Q6NYB7	P50516	A0AVI4
F1PDY7	E1BKR4	D4AAV4	P62878	Q8WUU5
F1Q1B2	Q3SZL9	D4ADP8	P52843	Q8N141
E2R4H6	F1MWP1	F1LXF1	B2RUP0	P15153
G1K277	F1MWG7	D4A7U1	Q99MR6	Q16864
F1PI16	F1MZ21	F1M6V1	Q62351	Q2TBA0
E2R427	Q32PA5	Q6AXR9	Q9Z148	Q96EY1
E2RRA3	F1N789	A0A0G2JVM7	P62331	P35080
F1PLU5	A7MB78	P11730	P97470	Q9GZS3
F1P721	F1MM87	Q62725	Q99JZ7	Q4VC44
E2RE42	F1MGR9	B0BN18	Q9CR47	Q9UEE5
F1PKF6	E1BCK7	D3ZDU2	Q9R1C7	Q8WXF2
E2REN0	F1MRW5	Q9Z1Z1	Q9DCR4	Q9UM00
F1PA73	F1MUE4	Q5PQT0	O70566	Q9GZN7
F1Q115	F1N3F1	Q9ES08	Q9Z2R2	P51854
E2QSQ5	Q5E9D5	Q6IRJ7	Q8BHD1	A8CG34
